,Te,RHe,v_wind,ghi,Tw_e,Tw_h,Psat,rho_e,rho_h,kz,Q_ev,Q_conv,Q_lw,Q_sw,Q_sw_tr,Q_diff,bowen,deltaQ_epi,deltaQ_hyp
0,1.5708333333333335,94.0,1.4666666666666668,18.291666666666668,4.844845544322804,5.0,872.2823974498973,999.966750786675,999.966750786675,37.24182640014996,20.076411056671,4.0717862112462795,100.29923554870739,16.828333333333337,4.99753600702161,0.0,0.20281444725118358,-107.61909948329134,0.0
1,-1.3291666666666666,96.25,1.0250000000000001,19.083333333333332,4.6613518510655325,4.977579399784265,862.8801515748798,999.9690525948495,999.966750786675,100.0,27.676050110567026,5.613102805270709,112.27386553378273,17.556666666666665,5.213830276118216,-0.7301391900384238,0.20281444725118358,-127.27621259291539,-0.7301391900384238
2,-3.4958333333333336,86.29166666666667,0.9,55.291666666666664,4.497073173020585,4.931882942703347,851.8760041571004,999.9712906392926,999.9671065231278,100.0,38.08579258547888,7.7243489713471245,120.49473343893195,50.86833333333333,15.10644711006304,-1.4881308131408482,0.20281444725118358,-113.94841084928376,-1.4881308131408482
3,-3.4375,84.875,0.6083333333333333,21.291666666666668,4.29835536649932,4.8690508076392724,842.1293797276892,999.9728468430793,999.9678074119711,100.0,33.19960891728947,6.733360331515529,119.53812362895546,19.588333333333335,5.817177447808753,-2.0461652336783422,0.20281444725118358,-137.83659431074875,-2.0461652336783422
4,-0.8125,65.54166666666667,1.2083333333333333,60.166666666666664,4.159436403605973,4.786582604575727,830.4710316547876,999.9741611103863,999.9687181407525,100.0,38.841235714896015,7.877563752069566,107.67862201911132,55.35333333333333,16.43836445134215,-2.6856277206726014,0.20281444725118358,-96.35846043207096,-2.6856277206726014
5,3.3958333333333335,71.125,1.45,29.583333333333332,4.042564252760898,4.695957098352707,822.4057324403443,999.9747085105719,999.9698201965249,100.0,19.059070117862053,3.8654547710757425,88.30957900784753,27.216666666666665,8.082575318873216,-2.951278564403046,0.20281444725118358,-81.06615866571562,-2.951278564403046
6,6.5,88.91666666666667,1.1875,32.083333333333336,3.987250812929446,4.601538934234023,815.674019183501,999.9749312197737,999.9709088368513,100.0,-1.7096501566449975,-0.3467417515128546,73.01498157301327,29.51666666666667,8.765609852862504,-3.0747922834382515,0.20281444725118358,-38.3671307147505,-3.0747922834382515
7,7.333333333333333,83.79166666666667,1.3208333333333333,41.708333333333336,3.951144884435771,4.512771664757548,812.5050059217144,999.9749606126213,999.9719063068985,100.0,-1.959061732490265,-0.3973260224059592,68.66302557529723,38.37166666666667,11.395292808721255,-2.890769906554931,0.20281444725118358,-25.04420124717941,-2.890769906554931
8,5.708333333333333,83.91666666666667,1.3958333333333333,32.958333333333336,3.885216144247532,4.4316142507782015,810.4422918897621,999.9749533985345,999.9727164636313,100.0,1.851878385666064,0.37558769116527696,76.46738806868905,30.32166666666667,9.004671939758754,-2.642951636150145,0.20281444725118358,-45.73023584270358,-2.642951636150145
9,3.625,89.625,1.3458333333333332,22.583333333333332,3.7846851326587285,4.352657493642124,806.6877327380013,999.974886333409,999.9733486426774,100.0,5.840697313729445,1.18457779724551,86.05412744025942,20.776666666666667,6.170078623703217,-2.571287232452114,0.20281444725118358,-69.7314486521156,-2.571287232452114
10,3.7291666666666665,86.0,1.4291666666666665,40.166666666666664,3.7079184700141594,4.27058321095146,800.9921575553257,999.974649721423,999.973863937416,100.0,6.435510606915811,1.305214526520759,85.1331630146181,36.95333333333333,10.974088179427861,-2.6728132157249975,0.20281444725118358,-53.24774159899634,-2.6728132157249975
11,5.458333333333333,84.04166666666667,1.7416666666666665,33.583333333333336,3.641975217453856,4.1892759356841625,796.6668714200531,999.9743594944918,999.974295042227,100.0,2.2181157856103773,0.4498659269976935,76.61679602635051,30.896666666666672,9.175430573256076,-2.6478361605410314,0.20281444725118358,-45.74027491175087,-2.6478361605410314
12,9.541666666666666,82.54166666666667,2.3000000000000003,26.458333333333332,3.6229732699076833,4.138914954269834,792.9678807911124,999.9740342497088,999.9746167835374,63.67788060189866,-13.974263341270078,-2.834182495302169,55.97049140113755,24.341666666666665,7.22878215138661,-1.6400459877096671,0.20281444725118358,-13.18033291018897,-1.6400459877096671
13,9.166666666666666,78.79166666666667,1.7041666666666666,25.458333333333332,3.5865266872616592,4.106416844698091,791.9048108665341,999.973927481705,999.9747633711935,43.58910768481969,-6.700874238049108,-1.359034104689626,57.82036582289485,23.421666666666667,6.955568337790895,-1.0583273106986422,0.20281444725118358,-25.28046350279081,-1.0583273106986422
14,6.875,80.20833333333333,1.625,54.166666666666664,3.560662393127001,4.07585438063981,789.869314192053,999.973706340387,999.9748365288465,40.68153198544965,-0.3539776103391387,-0.07179177338022727,69.19465507090744,49.833333333333336,14.799081569767864,-0.9952915165748468,0.20281444725118358,-17.940260837279887,-0.9952915165748468
15,2.125,89.04166666666667,0.975,68.29166666666667,3.5034954276158317,4.060314795482954,788.4276274030144,999.9735363533295,999.9748899687618,20.873288358922327,9.525151586504172,1.9318383540005781,91.5301414053191,62.82833333333334,18.658226686807332,-0.5060592652072197,0.20281444725118358,-39.6527387472833,-0.5060592652072197
16,0.6041666666666666,94.125,0.4166666666666667,40.0,3.39880284392459,4.055444241184841,785.2493517705498,999.9731221404568,999.9749114260824,6.053194347367548,9.564801526350305,1.939879934634014,98.07184900494754,36.800000000000004,10.928552543828577,-0.15861357669879347,0.20281444725118358,-72.61791688923304,-0.15861357669879347
17,3.0416666666666665,85.41666666666667,0.7583333333333333,47.083333333333336,3.3271221913439515,4.042622677130804,779.4581265344776,999.9722258700518,999.9749173580769,13.512425468645636,5.659029222637668,1.1477328837675538,86.64725579212944,43.31666666666667,12.86381705679822,-0.4175447025270252,0.20281444725118358,-49.719806529340964,-0.4175447025270252
18,1.5833333333333333,89.25,0.5499999999999999,24.208333333333332,3.211316139915839,4.034600034235691,775.514775699208,999.9715092254446,999.9749311628776,7.759399246904505,8.229370233072817,1.6690351750460073,92.96094713762392,22.27166666666667,6.614051070796253,-0.2612639201619107,0.20281444725118358,-80.32642195891415,-0.2612639201619107
19,-1.0,90.16666666666667,1.0291666666666666,26.25,3.0627919049913683,4.012232696369449,769.1811584930663,999.9701740112895,999.9749384653538,18.801186248841926,20.060081800595825,4.068474402201369,103.77041586738024,24.150000000000002,7.171862606887504,-0.7284106364444671,0.20281444725118358,-103.02056143373295,-0.7284106364444671
20,-1.7916666666666667,78.5,2.0749999999999997,30.25,2.884894850756377,3.9455967790049034,761.1249822579549,999.9681396271246,999.9749533942673,48.56921385550237,38.99472495917049,7.908693588306095,106.490753593937,27.830000000000002,8.264717861270361,-2.170053136965809,0.20281444725118358,-123.39411900444777,-2.170053136965809
21,-2.904166666666667,69.95833333333333,2.379166666666667,24.208333333333332,2.671998508500151,3.860301830906576,751.5736806957997,999.9652245004282,999.974950439744,55.648124161921324,51.840092641296806,10.513919734494761,110.36547773514383,22.27166666666667,6.614051070796253,-2.77769972203776,0.20281444725118358,-147.67012372223095,-2.77769972203776
22,3.1333333333333333,75.70833333333333,1.7958333333333334,76.54166666666667,2.640348441737387,3.8029513797289964,740.2824657349479,999.9610464854125,999.97484283366,33.39873817065662,9.26119508604707,1.8783041622620142,83.099668935021,70.41833333333334,20.912240648971974,-1.8676641313941758,0.20281444725118358,-21.953170718602564,-1.8676641313941758
23,-1.825,77.95833333333333,1.8958333333333333,31.75,2.474150676513655,3.7424932061785556,738.6167179571066,999.9603609444841,999.9747047957784,35.98687029191615,34.61795248435281,7.021020898081753,104.818180832039,29.21,8.674538581663931,-1.9688693686665923,0.20281444725118358,-115.27828484580698,-1.9688693686665923
24,0.6041666666666666,72.75,1.6041666666666667,29.25,2.341119398277278,3.6965932848237206,729.923901609375,999.956486223357,999.9745019678024,25.043542979228153,22.472314258072668,4.5577099947059,93.64769403537868,26.91,7.9915040476746455,-1.4947677963529984,0.20281444725118358,-92.27295049180425,-1.4947677963529984
25,1.7083333333333333,77.04166666666667,1.1833333333333333,35.291666666666664,2.241833375142331,3.6709591854143513,723.0310483331459,999.9530508035914,999.9743086323862,13.08721413958636,11.639494458415934,2.360657634866842,88.1693580920278,32.468333333333334,9.642170838148754,-0.8347948699344271,0.20281444725118358,-68.86638198204282,-0.8347948699344271
26,0.625,84.0,1.4916666666666665,32.666666666666664,2.128627618392512,3.6314887331668952,717.9241859193836,999.9502925024336,999.9741858584349,19.11269309594164,14.379234172051238,2.916316430499902,92.56428572172535,30.05333333333333,8.924984577460002,-1.2853865657028674,0.20281444725118358,-78.52111642524031,-1.2853865657028674
27,0.1875,75.20833333333333,2.9958333333333336,40.291666666666664,1.9974374813940234,3.498164624833979,712.1402378969102,999.9469440825217,999.9739760506833,61.391747472367854,31.92856966911651,6.475575208962771,94.00102542447283,37.068333333333335,11.008239906127326,-4.341804363039047,0.20281444725118358,-90.99503260617973,-4.341804363039047
28,-0.9583333333333334,77.41666666666667,1.2375,43.75,1.8782618164321871,3.4736069781497565,705.4889369708493,999.9427916013016,999.9730808106974,11.324128153717055,21.045932623484262,4.268419191917612,98.39669578618783,40.25,11.953104344812505,-0.7997383473683906,0.20281444725118358,-82.66130925422132,-0.7997383473683906
29,-3.75,84.08333333333333,2.0125,30.416666666666668,1.700514424776802,3.4097931619808586,699.4943889255246,999.9387651835043,999.9728844512709,27.68087017584313,36.428636336470056,7.3882537426955555,109.53127542528823,27.983333333333334,8.310253496869647,-2.078144804226135,0.20281444725118358,-123.28668736689438,-2.078144804226135
30,-3.7416666666666667,84.5,1.4083333333333332,34.666666666666664,1.5408774144955935,3.37985790133405,690.6372627731671,999.9323081365077,999.9723283396571,12.119636470402513,28.973158294980145,5.876175084717443,108.74336375746351,31.89333333333333,9.47141220465143,-0.9748636817947668,0.20281444725118358,-110.724500122033,-0.9748636817947668
31,-1.7916666666666667,75.375,1.7791666666666668,29.625,1.3900126679477722,3.332144794150203,682.7671697970985,999.9260457057019,999.9720446126474,17.9547720203292,27.809782770490692,5.640225720772558,99.99819116501179,27.255000000000003,8.09395922777304,-1.5538118304806883,0.20281444725118358,-104.63938782579436,-1.5538118304806883
32,-0.4166666666666667,78.375,0.6083333333333333,61.75,1.3179598720722874,3.328715274811249,675.4024758199522,999.9197223376017,999.9715621723607,1.2220067103810501,11.143306952538937,2.2600236401294556,93.49366609089526,56.81,16.870952989535365,-0.11168472282223753,0.20281444725118358,-49.97531196074142,-0.11168472282223753
33,1.9166666666666667,76.83333333333333,0.6958333333333333,90.45833333333333,1.3135260863531477,3.3239816238822413,671.9099399039751,999.9165628408253,999.9715260639181,1.629131254986138,2.961124477028275,0.6005588240504397,82.8893708939547,83.22166666666666,24.71446622151233,-0.15415468484120295,0.20281444725118358,-3.075232843525555,-0.15415468484120295
34,2.5,79.04166666666667,0.775,80.5,1.3008996580168906,3.3177292465713775,671.6955480109973,999.9163654685742,999.9714759090494,2.152136310761439,2.323451984557485,0.4712296299626918,80.22650385937284,74.06,21.99371199445501,-0.2036130715967763,0.20281444725118358,-8.757572402296233,-0.2036130715967763
35,2.1666666666666665,82.375,0.5708333333333333,92.54166666666667,1.3033794553148996,3.3149706899568314,671.0853390459228,999.915801519806,999.971409101608,0.946524233957024,1.5136244438109678,0.3069849049174016,81.68759511435142,85.13833333333334,25.283661666503402,-0.08983433340787243,0.20281444725118358,1.7199632036614219,-0.08983433340787243
36,3.3125,81.33333333333333,1.1291666666666667,95.20833333333333,1.3176114340598377,3.2990076659459016,671.205143814619,999.9159124971221,999.9713794230094,5.491543901139198,1.485282924806928,0.30123683540633833,76.4538313260188,87.59166666666667,26.012231836091974,-0.5198470718610162,0.20281444725118358,9.871162652295624,-0.5198470718610162
37,2.625,86.33333333333333,1.1541666666666666,39.625,1.2538532828070676,3.282193129415447,671.89308929498,999.9165473423286,999.971205238808,5.872628388636174,1.2896019235848493,0.2615499013059243,79.67348968290139,36.455,10.826097363730183,-0.5475770788471229,0.20281444725118358,-44.222064428945046,-0.5475770788471229
38,0.5208333333333334,91.41666666666667,1.1291666666666667,38.708333333333336,1.1685227105961211,3.2666170049379537,668.8159960591962,999.9136757559614,999.971017257683,5.314195863223858,5.379063977188798,1.0909518872622992,88.83322429218452,35.61166666666667,10.575651367934112,-0.5072472335074849,0.20281444725118358,-59.18432625646147,-0.5072472335074849
39,0.3125,82.25,1.2708333333333333,62.125,1.1056550161206324,3.2464803551605144,664.717262150923,999.9097215010049,999.970838995154,6.641726790733788,9.999377523775419,2.0280182253404204,89.38752219470534,57.155,16.973408169633757,-0.6557637675277695,0.20281444725118358,-43.604154176293406,-0.6557637675277695
40,4.75,72.16666666666667,5.8374999999999995,70.45833333333333,1.1056427132779107,2.824469773319084,661.7117169878943,999.9067266524906,999.9706026541993,136.41458137964426,8.054043873720769,1.6334764563854591,68.8857392709674,64.82166666666666,19.25018994959804,-13.743059880211597,0.20281444725118358,-0.008533054195368095,-13.743059880211597
41,0.9375,79.75,3.625,40.625,1.0104650391318875,2.668389009894117,661.7111299973612,999.9067260596352,999.9641152108981,62.839550658013565,18.374730405426487,3.7266607905660893,86.37015811630087,37.375,11.099311177325896,-5.0828425969482085,0.20281444725118358,-66.01370671534524,-5.0828425969482085
42,-1.1666666666666667,78.41666666666667,1.0458333333333334,64.70833333333333,0.9332566987766646,2.658126734091743,657.183780624859,999.9020600440163,999.9609691479518,4.283448776403666,15.21746344037713,3.086321436225182,95.11229192345536,59.531666666666666,17.679210521422686,-0.3341947292925518,0.20281444725118358,-53.550215404098466,-0.3341947292925518
43,-2.7708333333333335,81.70833333333333,1.0833333333333333,68.0,0.8434916468768366,2.6471828737638874,653.5313163815799,999.8981578806023,999.9607480801161,4.390647528065913,19.663244325739885,3.987990029089907,101.52422166625442,62.56,18.57853932450858,-0.3563906974977789,0.20281444725118358,-62.25906532358644,-0.3563906974977789
44,-3.2416666666666667,91.79166666666667,1.2583333333333333,44.5,0.7225748551165065,2.6317463817298674,649.3073991854062,999.8934888669471,999.9605103935487,5.922440785876855,18.473960414739807,3.7467860700557,103.08678343922831,40.940000000000005,12.158014705009291,-0.5026947247540179,0.20281444725118358,-83.86483519926978,-0.5026947247540179
45,-5.166666666666667,84.83333333333333,0.6166666666666667,117.79166666666667,0.6832780581739237,2.629452901022707,643.6557757174467,999.8869740929399,999.9601717341098,0.831312483909359,21.08591529575563,4.276528255493956,110.33566680162049,108.36833333333334,32.18231045979519,-0.07468797054479327,0.20281444725118358,-27.25508904899192,-0.07468797054479327
46,-2.15,78.875,1.3791666666666667,57.666666666666664,0.5853963589149987,2.610916107813388,641.8284368306564,999.8848009859303,999.9601210782149,6.591236405896414,19.66482546479656,3.9883107069337136,97.89154054261986,53.053333333333335,15.755329917352864,-0.6036568743549388,0.20281444725118358,-67.88768650666188,-0.6036568743549388
47,0.4958333333333333,90.16666666666667,2.920833333333333,45.583333333333336,0.5141850758326981,2.511538222627089,637.2967635152005,999.8792686563337,999.959708432921,33.95214580223372,7.007261535334357,1.4211738750333176,86.13415038700435,41.93666666666667,12.453996336404648,-3.236272753248913,0.20281444725118358,-49.389646377456444,-3.236272753248913
48,-5.0625,76.25,1.9333333333333333,115.83333333333333,0.44971864932572786,2.4724959589055455,634.0176582080468,999.8751363564395,999.9573982007387,13.526738299781819,36.164611227972,7.334705636255089,109.05023654625914,106.56666666666666,31.647266741503582,-1.2714209218425134,0.20281444725118358,-44.71146582197704,-1.2714209218425134
49,-6.458333333333333,78.04166666666667,0.9249999999999999,94.04166666666667,0.36019712631683104,2.466431102676668,631.0620082742926,999.8713172403436,999.9564453186381,2.074841749859418,28.73306143838842,5.827479973461045,114.24378760090839,86.51833333333335,25.693482386896978,-0.19750334674200584,0.20281444725118358,-62.088492332682534,-0.19750334674200584
50,-2.6458333333333335,74.54166666666667,1.0416666666666667,54.333333333333336,0.2576707026086721,2.4583694000844836,626.9778369819991,999.865890241355,999.956295002093,2.6486991630139176,18.915158632541612,3.8362674427273804,98.60554892384796,49.98666666666667,14.84461720536715,-0.262531038323307,0.20281444725118358,-71.10777729412698,-0.262531038323307
51,1.9166666666666667,85.0,0.3958333333333333,79.91666666666667,0.2500316935965923,2.45785004930163,622.3290728126938,999.8594978581683,999.9560942380475,0.1633099301953692,0.33086640221687974,0.06710448647960425,78.44031896324678,73.52333333333334,21.83433726985751,-0.016912763940739033,0.20281444725118358,-5.29804375466918,-0.016912763940739033
52,1.4875,90.95833333333333,0.6666666666666666,53.333333333333336,0.2049305977698936,2.455553298511661,621.9839270239379,999.8590139948392,999.9560812670164,0.7198846579249935,0.07099158447821537,0.014398118965434954,80.33597444972118,49.06666666666667,14.571403391771435,-0.07479415593474757,0.20281444725118358,-31.279903330563407,-0.07479415593474757
53,2.2958333333333334,87.125,1.6291666666666667,72.29166666666667,0.19237479192728937,2.431312277651898,619.9496156841325,999.8561357757602,999.9560238502733,7.453505369300438,-0.41489288982931133,-0.08414627211917798,76.50485096029243,66.50833333333334,19.751081941190186,-0.7894137222091225,0.20281444725118358,-8.708064742801483,-0.7894137222091225
54,2.0416666666666665,86.66666666666667,0.4166666666666667,64.91666666666667,0.16648185011513678,2.430728309765563,619.384326488077,999.8553279635894,999.9554124431057,0.18049247082964748,0.0802999755353585,0.016285995152487298,77.60376997304564,59.72333333333334,17.736130065921795,-0.019017020100052694,0.20281444725118358,-17.95800559030009,-0.019017020100052694
55,0.9583333333333334,77.79166666666667,1.0625,134.70833333333334,0.22039776636809688,2.422776052478101,618.2200096413917,999.8536530713928,999.95539759247,2.430405905843338,3.7027973856453076,0.7509808050527808,82.34362613745184,123.93166666666669,36.8041774731227,-0.25896669657581745,0.20281444725118358,37.393229035092574,-0.25896669657581745
56,2.8333333333333335,68.29166666666667,1.2791666666666666,93.91666666666667,0.23097262650489414,2.409648290868371,620.6466076415559,999.8571269828993,999.9551947915431,4.1248747262374,4.472433439672869,0.9070741159349627,74.11714423066077,86.40333333333334,25.65933066019751,-0.4275078440159354,0.20281444725118358,7.33418939108067,-0.4275078440159354
57,5.020833333333333,70.95833333333333,1.2083333333333333,95.91666666666667,0.2664737943967778,2.398311122126855,621.1235377566788,999.8578021817192,999.9548576770218,3.601006292052764,0.04894368129921531,0.009926485669138443,63.931824603665184,88.24333333333334,26.20575828738894,-0.3691967508278226,0.20281444725118358,24.621835313527626,-0.3691967508278226
58,3.591666666666667,77.125,0.9541666666666667,144.95833333333334,0.3562485508015884,2.3921787984522984,622.7270241835547,999.8600541504908,999.9545642116725,1.9905941883059324,0.4066775986296743,0.08248009237551608,70.80878568458272,133.36166666666668,39.60461906247877,-0.19970006293851594,0.20281444725118358,62.26342335401729,-0.19970006293851594
59,4.2250000000000005,72.375,2.845833333333333,66.125,0.3451802852459628,2.3040521935531983,626.7982334754382,999.865647555603,999.9544045738422,29.954067186671235,2.6257632346009765,0.5325427190380769,68.22300593020472,60.835,18.066263424016615,-2.8698559745551195,0.20281444725118358,-7.676455909288656,-2.8698559745551195
60,2.8125,54.5,4.129166666666666,130.16666666666666,0.36850572958697697,2.1219534535364746,626.2950286769363,999.8649657881442,999.9520404911998,64.32970073259962,28.909340991125127,5.863232013511026,74.73334077847693,119.75333333333333,35.563331403042156,-5.930058488864908,0.20281444725118358,16.177478039085173,-5.930058488864908
61,0.75,64.125,1.575,132.75,0.40565593644529313,2.100332795785838,627.3559077561098,999.866399986084,999.9467398914406,8.532659311455207,10.775122455137705,2.1853505048025696,84.10785371127054,122.13000000000001,36.26913375483109,-0.7040745333294675,0.20281444725118358,25.76574786211866,-0.7040745333294675
62,1.1666666666666667,76.08333333333333,1.0458333333333334,126.83333333333333,0.4482739322895578,2.092512036586017,629.0488395888551,999.8686640346775,999.9460732306503,3.1935230246296644,4.129031370651468,0.8374272151214744,82.41685764194214,116.68666666666667,34.65261869105644,-0.254682062697155,0.20281444725118358,29.55803250164874,-0.254682062697155
63,0.14583333333333334,87.16666666666667,0.7833333333333333,67.0,0.4047867210742263,2.0888123092597244,630.9959108135254,999.8712307997536,999.9458301266512,1.5570872189501026,4.014006148635087,0.8140984382982773,87.09333735485622,61.64,18.305325510912866,-0.12048113664216474,0.20281444725118358,-30.16096080514741,-0.12048113664216474
64,0.4583333333333333,78.83333333333333,1.7874999999999999,68.5,0.36066156073860456,2.059714889839774,629.0091834244223,999.8686113451399,999.9457147605855,11.956764321690473,7.505278328733229,1.5221788757083168,85.54343253622706,63.02,18.715146231306438,-0.9475535496078981,0.20281444725118358,-30.6033361910607,-0.9475535496078981
65,2.3333333333333335,49.958333333333336,3.0541666666666667,158.20833333333334,0.41878837945775493,1.9671354874561398,626.9989650714986,999.8659187678137,999.9447993253144,37.70638051514715,25.995635456592286,5.2722904360720335,76.98439089254045,145.55166666666668,43.22470209262198,-3.014833026020656,0.20281444725118358,40.31418290748256,-3.014833026020656
66,3.5833333333333335,61.416666666666664,0.5625,164.29166666666666,0.5292056582085939,1.9656714659762557,629.6482493024004,999.8694584386806,999.9417908164294,0.6543126220566592,2.603632387570252,0.52805426353034,71.48352471623143,151.14833333333334,44.88675279199591,-0.04767547548468242,0.20281444725118358,76.580797441486,-0.04767547548468242
67,6.104166666666667,65.54166666666667,1.3499999999999999,165.33333333333334,0.6614581124163471,1.95081442522053,634.7080754305531,999.8760155222094,999.941742067589,7.157200397441174,0.7520259861338324,0.15252173469625946,59.960572909359854,152.10666666666668,45.17135051449145,-0.48381561167330556,0.20281444725118358,91.72536164815004,-0.48381561167330556
68,7.708333333333333,63.666666666666664,2.704166666666667,142.58333333333334,0.7822167164792728,1.8835515034054948,640.8157695069833,999.8835824889579,999.9412452906435,36.10012597907027,-2.4842845025595763,-0.5038487882013021,52.60090776225886,131.17666666666668,38.955736255188945,-2.190398211087399,0.20281444725118358,83.75429040625609,-2.190398211087399
