datetime,Ten_Meter_Elevation_Wind_Speed_meterPerSecond,Air_Temperature_celsius,Relative_Humidity_percent,Shortwave_Radiation_Downwelling_wattPerMeterSquared,Longwave_Radiation_Downwelling_wattPerMeterSquared,Sea_Level_Barometric_Pressure_pascal,Surface_Level_Barometric_Pressure_pascal,Precipitation_millimeterPerDay,Snowfall_millimeterPerDay
2010-01-06 21:00:00,9.8,8.7,95,0,334,102300,102300,0,0
2010-01-06 22:00:00,10.3,9.1,95,0,336,102200,102200,0,0
2010-01-06 23:00:00,12.9,10.1,96,0,342,102200,102200,0,0
2010-01-07 00:00:00,10.8,10.3,96,0,344,102200,102200,0,0
2010-01-07 01:00:00,11.8,10.6,97,0,346,102100,102100,0,0
2010-01-07 02:00:00,12.9,11,95,0,348,102200,102200,0,0
2010-01-07 03:00:00,12.9,11.1,95,0,348,102100,102100,0,0
2010-01-07 04:00:00,12.9,11.4,95,0,350,102200,102200,0,0
2010-01-07 05:00:00,12.9,11.4,95,0,350,102200,102200,0,0
2010-01-07 06:00:00,12.9,11.4,95,0,350,102200,102200,0,0
2010-01-07 07:00:00,12.9,11.5,94,0,351,102300,102300,0,0
2010-01-07 08:00:00,12.9,11.4,95,0,350,102300,102300,0,0
2010-01-07 09:00:00,12.3,11.3,94,7,349,102400,102400,0,0
2010-01-07 10:00:00,12.9,11.4,92,26,350,102400,102400,0,0
2010-01-07 11:00:00,12.9,11.6,90,44,350,102400,102400,0,0
2010-01-07 12:00:00,12.9,11.4,92,53,350,102300,102300,0,0
2010-01-07 13:00:00,13.4,11.5,94,50,351,102300,102300,0,0
2010-01-07 14:00:00,12.9,11.3,96,36,350,102300,102300,0,0
2010-01-07 15:00:00,10.3,11.2,96,15,349,102300,102300,0,0
2010-01-07 16:00:00,6.7,9.2,95,2,337,102400,102400,0,0
2010-01-07 17:00:00,6.7,8.6,95,0,333,102600,102600,0,0
2010-01-07 18:00:00,3.6,8.5,93,0,333,102600,102600,0,0
2010-01-07 19:00:00,5.7,8.3,93,0,331,102700,102700,0,0
2010-01-07 20:00:00,2.6,7.9,94,0,329,102700,102700,0,0
2010-01-07 21:00:00,4.1,7.8,87,0,327,102800,102800,0,0
2010-01-07 22:00:00,4.1,7.3,88,0,325,102800,102800,0,0
2010-01-07 23:00:00,5.1,7.8,83,0,327,102900,102900,0,0
2010-01-08 00:00:00,4.6,7,84,0,294,102900,102900,0,0
2010-01-08 01:00:00,3.6,5.5,86,0,286,102900,102900,0,0
2010-01-08 02:00:00,4.6,7.1,86,0,295,102900,102900,0,0
2010-01-08 03:00:00,7.2,7.1,84,0,296,103000,103000,0,0
2010-01-08 04:00:00,4.1,6.9,86,0,313,103000,103000,0,0
2010-01-08 05:00:00,5.7,6.4,83,0,290,103000,103000,0,0
2010-01-08 06:00:00,7.7,7.3,73,0,295,103000,103000,0,0
2010-01-08 07:00:00,6.7,7.1,75,0,295,103000,103000,0,0
2010-01-08 08:00:00,7.2,7.5,73,0,294,103100,103100,0,0
2010-01-08 09:00:00,8.7,8.1,71,22,292,103100,103100,0,0
2010-01-08 10:00:00,10.3,8.6,71,44,300,103000,103000,0,0
2010-01-08 11:00:00,10.3,8.5,75,81,300,103000,103000,0,0
2010-01-08 12:00:00,11.8,9.3,75,85,304,103000,103000,0,0
2010-01-08 13:00:00,10.8,9.3,81,62,300,102900,102900,0,0
2010-01-08 14:00:00,11.8,9.4,75,56,295,103000,103000,0,0
2010-01-08 15:00:00,10.8,9.4,76,34,313,102900,102900,0,0
2010-01-08 16:00:00,8.7,8.7,78,5,296,102900,102900,0,0
2010-01-08 17:00:00,9.8,8.8,77,0,310,103000,103000,0,0
2010-01-08 18:00:00,8.7,8.8,74,0,306,103000,103000,0,0
2010-01-08 19:00:00,7.7,8.9,73,0,296,103000,103000,0,0
2010-01-08 20:00:00,8.2,9,74,0,307,103000,103000,0,0
2010-01-08 21:00:00,9.8,9.2,76,0,312,103000,103000,0,0
2010-01-08 22:00:00,11.3,9.3,76,0,313,103000,103000,0,0
2010-01-08 23:00:00,11.8,9.4,79,0,326,102900,102900,0,0
2010-01-09 00:00:00,12.9,9.8,75,0,327,102800,102800,0,0
2010-01-09 01:00:00,12.9,9.8,80,0,328,102700,102700,0,0
2010-01-09 02:00:00,12.9,9.7,79,0,328,102600,102600,0,0
2010-01-09 03:00:00,13.9,10,78,0,338,102600,102600,0,0
2010-01-09 04:00:00,14.9,10,76,0,338,102500,102500,0,0
2010-01-09 05:00:00,14.4,10,77,0,338,102400,102400,0,0
2010-01-09 06:00:00,14.4,10.3,77,0,340,102400,102400,0,0
2010-01-09 07:00:00,15.4,10.4,75,0,340,102300,102300,0,0
2010-01-09 08:00:00,15.4,10.5,77,0,341,102300,102300,0,0
2010-01-09 09:00:00,15.4,10.5,79,7,342,102300,102300,0,0
2010-01-09 10:00:00,13.9,10.6,79,27,342,102300,102300,0,0
2010-01-09 11:00:00,14.4,10.7,79,46,343,102300,102300,0,0
2010-01-09 12:00:00,13.9,10.4,86,54,342,102200,102200,0,0
2010-01-09 13:00:00,13.4,10.1,91,52,342,102100,102100,0,0
2010-01-09 14:00:00,12.9,10.1,89,66,320,102200,102200,0,0
2010-01-09 15:00:00,13.4,10.1,91,17,320,102200,102200,0,0
2010-01-09 16:00:00,13.9,10.1,88,2,332,102200,102200,0,0
2010-01-09 17:00:00,12.3,10.4,86,0,333,102200,102200,0,0
2010-01-09 18:00:00,13.4,10.2,89,0,342,102300,102300,0,0
2010-01-09 19:00:00,11.3,9.5,88,0,337,102300,102300,0,0
2010-01-09 20:00:00,7.7,9.5,91,0,338,102300,102300,0,0
2010-01-09 21:00:00,7.5,9.3,92,0,337,102300,102300,0,0
2010-01-09 22:00:00,7.4,9.2,93,0,337,102400,102400,0,0
2010-01-09 23:00:00,7.2,9,93,0,335,102400,102400,0,0
2010-01-10 00:00:00,7.7,9.2,93,0,337,102300,102300,0,0
2010-01-10 01:00:00,8.2,9.3,92,0,337,102200,102200,0,0
2010-01-10 02:00:00,8.7,9.5,91,0,338,102200,102200,0,0
2010-01-10 03:00:00,9.3,9.7,91,0,339,102100,102100,0,0
2010-01-10 04:00:00,9.8,9.8,90,0,340,102000,102000,0,0
2010-01-10 05:00:00,10.3,10,89,0,341,102000,102000,0,0
2010-01-10 06:00:00,9.8,9.8,95,0,340,101800,101800,0,0
2010-01-10 07:00:00,11.8,10.5,96,0,345,101800,101800,0,0
2010-01-10 08:00:00,12,10.8,96,0,347,101700,101700,0,0
2010-01-10 09:00:00,12.3,11.1,96,7,348,101700,101700,0,0
2010-01-10 10:00:00,12.9,11.1,94,27,348,101700,101700,0,0
2010-01-10 11:00:00,13.9,11.5,92,46,350,101600,101600,0,0
2010-01-10 12:00:00,13.9,11.5,92,55,350,101500,101500,0,0
2010-01-10 13:00:00,13.4,11.5,92,52,350,101400,101400,0,0
2010-01-10 14:00:00,13.9,11.3,94,39,349,101400,101400,0,0
2010-01-10 15:00:00,12.9,11.2,94,17,349,101400,101400,0,0
2010-01-10 16:00:00,12.9,11.1,95,2,348,101300,101300,0,0
2010-01-10 17:00:00,9.3,11.3,91,0,349,101400,101400,0,0
2010-01-10 18:00:00,10.3,10.9,94,0,347,101500,101500,0,0
2010-01-10 19:00:00,9.8,10.8,95,0,346,101500,101500,0,0
2010-01-10 20:00:00,9.3,10.6,94,0,345,101600,101600,0,0
2010-01-10 21:00:00,8.7,10.5,94,0,344,101600,101600,0,0
2010-01-10 22:00:00,7.2,10.3,92,0,334,101700,101700,0,0
2010-01-10 23:00:00,8.2,10.2,94,0,333,101700,101700,0,0
2010-01-11 00:00:00,4.1,9.5,95,0,339,101800,101800,0,0
2010-01-11 01:00:00,3.1,9,96,0,336,101800,101800,0,0
2010-01-11 02:00:00,4.6,8.4,94,0,311,101900,101900,0,0
2010-01-11 03:00:00,3.6,7.7,94,0,319,102000,102000,0,0
2010-01-11 04:00:00,4.1,7.5,93,0,318,102000,102000,0,0
2010-01-11 05:00:00,4.1,7.4,90,0,305,102100,102100,0,0
2010-01-11 06:00:00,3.1,6.8,91,0,302,102200,102200,0,0
2010-01-11 07:00:00,4.6,7,90,0,314,102200,102200,0,0
2010-01-11 08:00:00,5.1,6.5,91,0,312,102300,102300,0,0
2010-01-11 09:00:00,6.7,7,84,14,313,102400,102400,0,0
2010-01-11 10:00:00,5.1,7.1,81,50,313,102500,102500,0,0
2010-01-11 11:00:00,6.7,7.4,73,83,313,102600,102600,0,0
2010-01-11 12:00:00,7.7,7.3,76,101,302,102600,102600,0,0
2010-01-11 13:00:00,6.7,7.5,67,92,313,102700,102700,0,0
2010-01-11 14:00:00,6.2,7,66,70,310,102700,102700,0,0
2010-01-11 15:00:00,6.2,6.5,64,33,306,102900,102900,0,0
2010-01-11 16:00:00,6.2,6.2,63,4,305,103000,103000,0,0
2010-01-11 17:00:00,5.1,5.9,65,0,304,103000,103000,0,0
2010-01-11 18:00:00,6.2,6.1,64,0,304,103100,103100,0,0
2010-01-11 19:00:00,6.2,5.6,63,0,301,103200,103200,0,0
2010-01-11 20:00:00,5.1,6,65,0,304,103200,103200,0,0
2010-01-11 21:00:00,4.1,5.9,68,0,304,103300,103300,0,0
2010-01-11 22:00:00,4.1,5.8,68,0,304,103400,103400,0,0
2010-01-11 23:00:00,2.6,4.5,77,0,288,103400,103400,0,0
2010-01-12 00:00:00,2.6,4.1,81,0,286,103400,103400,0,0
2010-01-12 01:00:00,0.5,4.5,86,0,289,103500,103500,0,0
2010-01-12 02:00:00,1,3.5,88,0,281,103500,103500,0,0
2010-01-12 03:00:00,0.5,3.5,87,0,278,103600,103600,0,0
2010-01-12 04:00:00,1.5,2.4,89,0,271,103600,103600,0,0
2010-01-12 05:00:00,1.5,2.5,91,0,274,103600,103600,0,0
2010-01-12 06:00:00,2.1,3.1,93,0,275,103600,103600,0,0
2010-01-12 07:00:00,3.6,3.5,92,0,279,103600,103600,0,0
2010-01-12 08:00:00,4.1,3.8,87,0,296,103600,103600,0,0
2010-01-12 09:00:00,8.2,5.5,88,15,306,103600,103600,0,0
2010-01-12 10:00:00,8.2,6.2,82,51,297,103600,103600,0,0
2010-01-12 11:00:00,6.7,7.2,73,84,293,103600,103600,0,0
2010-01-12 12:00:00,9.3,7.4,73,57,322,103500,103500,0,0
2010-01-12 13:00:00,9.3,7.7,75,55,324,103500,103500,0,0
2010-01-12 14:00:00,9.9,7.7,79,41,325,103400,103400,0,0
2010-01-12 15:00:00,10.5,7.8,84,19,327,103400,103400,0,0
2010-01-12 16:00:00,11.2,7.8,88,3,328,103400,103400,0,0
2010-01-12 17:00:00,11.8,7.9,93,0,329,103300,103300,0,0
2010-01-12 18:00:00,8.7,8.4,94,0,332,103300,103300,0,0
2010-01-12 19:00:00,8.2,9.3,96,0,338,103300,103300,0,0
2010-01-12 20:00:00,7.7,9.5,97,0,330,103300,103300,0,0
2010-01-12 21:00:00,5.7,9.7,97,0,331,103300,103300,0,0
2010-01-12 22:00:00,6.2,9.5,97,0,314,103300,103300,0,0
2010-01-12 23:00:00,6.2,9.8,95,0,331,103300,103300,0,0
2010-01-13 00:00:00,4.6,9.9,95,0,341,103300,103300,0,0
2010-01-13 01:00:00,6.2,9.6,96,0,339,103200,103200,0,0
2010-01-13 02:00:00,7.2,9.5,96,0,339,103200,103200,0,0
2010-01-13 03:00:00,6.7,9.4,96,0,338,103200,103200,0,0
2010-01-13 04:00:00,7.2,9.4,96,0,338,103100,103100,0,0
2010-01-13 05:00:00,7.2,9.4,96,0,338,103100,103100,0,0
2010-01-13 06:00:00,7.2,9,95,0,336,103000,103000,0,0
2010-01-13 07:00:00,6.7,8.8,92,0,313,103100,103100,0,0
2010-01-13 08:00:00,8.2,9.5,92,0,329,103100,103100,0,0
2010-01-13 09:00:00,8.7,9.6,93,15,330,103000,103000,0,0
2010-01-13 10:00:00,10.3,9.6,93,51,330,103000,103000,0,0
2010-01-13 11:00:00,12.3,10.3,86,89,320,102900,102900,0,0
2010-01-13 12:00:00,9.8,10,84,109,318,102900,102900,0,0
2010-01-13 13:00:00,10.3,10,84,94,330,102800,102800,0,0
2010-01-13 14:00:00,9.8,9.6,91,73,329,102600,102600,0,0
2010-01-13 15:00:00,12.9,10.4,87,36,333,102500,102500,0,0
2010-01-13 16:00:00,15.4,10.6,85,5,322,102400,102400,0,0
2010-01-13 17:00:00,13.9,10.7,89,0,335,102400,102400,0,0
2010-01-13 18:00:00,13.9,10.8,90,0,346,102300,102300,0,0
2010-01-13 19:00:00,14.4,10.5,90,0,344,102200,102200,0,0
2010-01-13 20:00:00,13.9,10.5,91,0,344,102100,102100,0,0
2010-01-13 21:00:00,13.4,10.4,92,0,344,102100,102100,0,0
2010-01-13 22:00:00,13.9,10.5,91,0,344,102000,102000,0,0
2010-01-13 23:00:00,13.9,10.9,79,0,334,101800,101800,0,0
2010-01-14 00:00:00,16.4,11.2,73,0,319,101700,101700,0,0
2010-01-14 01:00:00,17.5,10.7,75,0,342,101600,101600,0,0
2010-01-14 02:00:00,15.4,9.4,93,0,308,101500,101500,0,0
2010-01-14 03:00:00,14.4,10,91,0,316,101400,101400,0,0
2010-01-14 04:00:00,15.4,10.1,91,0,342,101300,101300,0,0
2010-01-14 05:00:00,13.9,10.2,92,0,342,101300,101300,0,0
2010-01-14 06:00:00,8.2,8.2,93,0,331,101400,101400,0,0
2010-01-14 07:00:00,7.7,7.4,93,0,326,101500,101500,0,0
2010-01-14 08:00:00,6.7,6.7,91,0,322,101700,101700,0,0
2010-01-14 09:00:00,7.2,6.6,82,16,299,101800,101800,0,0
2010-01-14 10:00:00,8.7,6.1,80,52,308,101900,101900,0,0
2010-01-14 11:00:00,6.7,6.9,77,89,297,102000,102000,0,0
2010-01-14 12:00:00,7.2,6.9,68,95,310,102000,102000,0,0
2010-01-14 13:00:00,6.2,7.2,69,97,312,102000,102000,0,0
2010-01-14 14:00:00,7.2,6.9,58,74,307,102000,102000,0,0
2010-01-14 15:00:00,6.2,6.3,61,46,288,102100,102100,0,0
2010-01-14 16:00:00,5.1,5.3,76,11,284,102100,102100,0,0
2010-01-14 17:00:00,5.1,5.7,69,0,284,102100,102100,0,0
2010-01-14 18:00:00,4.6,5.2,78,0,283,102100,102100,0,0
2010-01-14 19:00:00,7.7,5.7,74,0,293,102100,102100,0,0
2010-01-14 20:00:00,6.2,4.8,87,0,291,102100,102100,0,0
2010-01-14 21:00:00,4.6,4.6,87,0,282,102100,102100,0,0
2010-01-14 22:00:00,6.2,5.5,74,0,286,102000,102000,0,0
2010-01-14 23:00:00,5.1,6,73,0,295,101900,101900,0,0
2010-01-15 00:00:00,7.2,6.1,79,0,296,101800,101800,0,0
2010-01-15 01:00:00,8.7,5.5,91,0,292,101700,101700,0,0
2010-01-15 02:00:00,8.2,5.7,88,0,307,101600,101600,0,0
2010-01-15 03:00:00,8.2,5.7,88,0,292,101400,101400,0,0
2010-01-15 04:00:00,9.3,6,93,0,295,101100,101100,0,0
2010-01-15 05:00:00,10.8,7.4,91,0,326,100900,100900,0,0
2010-01-15 06:00:00,14.4,10,92,0,341,100700,100700,0,0
2010-01-15 07:00:00,13.9,10.3,95,0,343,100700,100700,0,0
2010-01-15 08:00:00,17,11.3,91,0,349,100600,100600,0,0
2010-01-15 09:00:00,17.5,11.4,89,9,349,100600,100600,0,0
2010-01-15 10:00:00,16.4,11.2,90,30,348,100500,100500,0,0
2010-01-15 11:00:00,17.5,11,92,50,347,100400,100400,0,0
2010-01-15 12:00:00,18,10.6,97,59,346,100300,100300,0,0
2010-01-15 13:00:00,18,10.8,91,57,346,100200,100200,0,0
2010-01-15 14:00:00,18,11,87,43,346,100100,100100,0,0
2010-01-15 15:00:00,18.5,10.6,92,22,345,100000,100000,0,0
2010-01-15 16:00:00,18,10,97,4,342,99900,99900,0,0
2010-01-15 17:00:00,18.5,10.3,94,0,343,99800,99800,0,0
2010-01-15 18:00:00,18,9.9,96,0,341,99700,99700,0,0
2010-01-15 19:00:00,19.5,9.9,97,0,341,99600,99600,0,0
2010-01-15 20:00:00,17.5,9.7,97,0,340,99600,99600,0,0
2010-01-15 21:00:00,17.5,9.8,97,0,341,99500,99500,0,0
2010-01-15 22:00:00,6.2,8.8,97,0,335,99500,99500,0,0
2010-01-15 23:00:00,6.2,7.7,94,0,328,99500,99500,0,0
2010-01-16 00:00:00,5.1,7.1,94,0,325,99500,99500,0,0
2010-01-16 01:00:00,6.7,6.8,91,0,322,99500,99500,0,0
2010-01-16 02:00:00,6.7,6.6,91,0,321,99500,99500,0,0
2010-01-16 03:00:00,6.2,5.9,91,0,317,99400,99400,0,0
2010-01-16 04:00:00,6.7,5.5,93,0,315,99400,99400,0,0
2010-01-16 05:00:00,7.2,5,86,0,311,99400,99400,0,0
2010-01-16 06:00:00,8.2,5.1,78,0,310,99400,99400,0,0
2010-01-16 07:00:00,10.3,4,81,0,305,99500,99500,0,0
2010-01-16 08:00:00,7.2,4,80,0,305,99500,99500,0,0
2010-01-16 09:00:00,7.2,4.4,80,9,307,99500,99500,0,0
2010-01-16 10:00:00,11.3,4.8,79,32,300,99500,99500,0,0
